uid,page,pagepdf,name,region,depto,muni,deptos,ings,instruc,dificultad,raciones_min,raciones_max,tiempo,tiempo_mins,tiempo_dias,line_original
guiso-de-zorra-ahumada,64,64,Guiso de zorra ahumada,Costa Pacífica,Cauca,Guapi,NA,4 libras (2 kg) de zorra ahumada · los mismos ingredientes del guiso [ver p. 58].,"La zorra se limpia, se le quita la piel y se despresa o se compra en el mercado ahu- mada. Se pone en leche de vaca que la cu­bra, y se deja por 1 hora. Se saca y se pone a guisar con los mismos ingredientes y siguiendo las mismas instrucciones del guiso.",3,8,10,50 minutos,50,NA,"Guiso de zorra ahumada Guapi, Cauca Grado de dificultad *** | Tiempo de cocción: 50 minutos | Raciones: 8 a 10 4 libras (2 kg) de zorra ahumada · los mismos ingredientes del guiso [ver p. 58]. La zorra se limpia, se le quita la piel y se despresa o se compra en el mercado ahu- mada. Se pone en leche de vaca que la cu­bra, y se deja por 1 hora. Se saca y se pone a guisar con los mismos ingredientes y siguiendo las mismas instrucciones del guiso."
guiso-guajiro,NA,334,Guiso guajiro,Costa Atlántica,NA,NA,NA,"2 tomates maduros, pelados y picados · 2 cebollas cabezonas blancas, peladas y picadas ·
2 pimentones, verde y rojo, picados · 2 dientes de ajo picados o majados · 4 ajíes criollos,
picados · 1 cu­charada de vinagre · 1 cucharadita de achiote · 3 cucharadas de aceite ·
sal","Se calienta el aceite y se sofríe todo (aproximadamente 10 minutos) hasta formar el guiso. Cualquier pescado o carne que se guise en la Guajira va siem­pre preparado con el mismo guiso. Muy popular en la cocina guajira con carne de chivo, guar­ tinaja (guagua), venado (chigüiro), armadillo, tortuga, co­nejo y morrocoy (tortuga de tierra). Una vez limpias las pre­sas se sofríen en aceite, sin dejar que se doren, y se ponen a guisar con agua-leche de coco y el guiso (previamente hecho) por 30 mi­nutos.
Cuando estén cocidas, se les agrega leche de coco y se deja cocinar a fuego lento
hasta que esté espeso (por 15 mi­nutos más o menos). Se sirve acompañado de pláta no dulce y yuca cocida.",2,8,10,50 minutos,50,0,"Guiso guajiro
|
|
Grado de dificultad **    Tiempo de cocción: 50 minutos    Raciones: 8 a 10
2 tomates maduros, pelados y picados · 2 cebollas cabezonas blancas, peladas y picadas ·
2 pimentones, verde y rojo, picados · 2 dientes de ajo picados o majados · 4 ajíes criollos,
picados · 1 cu­charada de vinagre · 1 cucharadita de achiote · 3 cucharadas de aceite ·
sal.
Se calienta el aceite y se sofríe todo (aproximadamente 10 minutos) hasta formar el
guiso. Cualquier pescado o carne que se guise en la Guajira va siem­pre preparado
con el mismo guiso. Muy popular en la cocina guajira con carne de chivo, guar­
tinaja (guagua), venado (chigüiro), armadillo, tortuga, co­nejo y morrocoy (tortuga
de tierra).
Una vez limpias las pre­sas se sofríen en aceite, sin dejar que se doren, y se ponen
a guisar con agua-leche de coco y el guiso (previamente hecho) por 30 mi­nutos.
Cuando estén cocidas, se les agrega leche de coco y se deja cocinar a fuego lento
hasta que esté espeso (por 15 mi­nutos más o menos). Se sirve acompañado de pláta-
no dulce y yuca cocida."
guiso-hogo-hogao-sofrito-refrito,NA,319,"Guiso, hogo, hogao, sofrito, refrito",Costa Atlántica,NA,NA,Costa Atlántica,"2 cebollas cabezonas grandes, peladas y picadas finas · 6 tallos de cebollín, picados ·
4 tomates maduros, pelados y picados finos · 8 ajíes dulces (criollos), picados · 2 ajos
molidos · 1 cucharada de vinagre · 1⁄4 taza de aceite (o manteca de cerdo) · sal, pimienta
y comino a gusto.","Esta salsa se usa generalmente como parte de los guisos preparados especialmente para condimentar carnes y pescados. En cambio, su uso es muy limitado para condimentar sopas. Todos los ingredientes se incorporan y se dejan sofreír, revolviendo, a fuego lento, por 15 minutos. (Opcional: 1 cucharada de achiote).",1,10,12,15 minutos,15,0,"Guiso – hogo – hogao – sofrito – refrito Costa Atlántica
Grado de dificultad * | Tiempo de preparación: 15 minutos | Raciones: 10 a 12
2 cebollas cabezonas grandes, peladas y picadas finas · 6 tallos de cebollín, picados ·
4 tomates maduros, pelados y picados finos · 8 ajíes dulces (criollos), picados · 2 ajos
molidos · 1 cucharada de vinagre · 1⁄4 taza de aceite (o manteca de cerdo) · sal, pimienta
y comino a gusto.
Esta salsa se usa generalmente como parte de los guisos preparados especialmente
para condimentar carnes y pescados. En cambio, su uso es muy limitado para condimentar sopas. Todos los ingredientes se incorporan y se dejan sofreír, revolviendo,
a fuego lento, por 15 minutos. (Opcional: 1 cucharada de achiote)."
guiso-para-rellenar-pastelitos,NA,287,Guiso para rellenar pastelitos,Santanderes,NA,NA,NA,"1 libra (500 gr) de carne de res molida (lagarto) · 1 taza de arroz seco o garbanzo, cocido y molido · 1 pimentón rojo, grande y picado · 1 tomate, maduro, pelado y picado ·
2 cebollas cabezonas, picadas · 2 tallos de cebolla junca, picados · 2 dientes de ajo,
picados · 2 huevos cocidos, picados · puntica de cominos · puntica de pimienta · ½ cucharada de achiote · 2 cucharadas de manteca de cerdo o aceite · sal.","Se sofríe la carne con la manteca o el aceite, y se le agregan las cebollas, el pimentón, el tomate y el ajo. Se revuelve bien, y luego se le añaden el arroz, los huevos, los aliños y la sal. Se mezcla bien y se deja sofreír un rato, hasta que quede un guiso
consistente.",1,8,10,15 minutos,15,0,"Guiso para rellenar pastelitos
Grado de dificultad * | Tiempo de preparación: 15 minutos | Raciones: 8 a 10
1 libra (500 gr) de carne de res molida (lagarto) · 1 taza de arroz seco o garbanzo, cocido y molido · 1 pimentón rojo, grande y picado · 1 tomate, maduro, pelado y picado ·
2 cebollas cabezonas, picadas · 2 tallos de cebolla junca, picados · 2 dientes de ajo, picados · 2 huevos cocidos, picados · puntica de cominos · puntica de pimienta · ½ cucharada de achiote · 2 cucharadas de manteca de cerdo o aceite · sal. Se sofríe la carne con la manteca o el aceite, y se le agregan las cebollas, el pimentón, el tomate y el ajo. Se revuelve bien, y luego se le añaden el arroz, los huevos, los aliños y la sal. Se mezcla bien y se deja sofreír un rato, hasta que quede un guiso consistente."
guiso-u-hogo-llanero,NA,128,Guiso u hogo llanero,Llanos y Amazonia,NA,NA,NA,"4 tallos de cebolla larga, picados · 1 pimentón verde, picado fino · 2 dientes de ajo, machacados · 1 cucharada de onoto (achiote) · 2 hojas de cilantro cimarrón, picadas · 2 cucharadas de manteca de cerdo (o aceite) · cominos, pimienta y sal a gusto.","Se muele todo con piedra y se sofríe unos 15 minutos en la manteca o en el aceite,
revolviendo, hasta lograr una salsa suave.",1,NA,NA,15 minutos,15,0,"Guiso u hogo llanero
Grado de dificultad * | Tiempo de preparación: 15 minutos
4 tallos de cebolla larga, picados · 1 pimentón verde, picado fino · 2 dientes de ajo,
machacados · 1 cucharada de onoto (achiote) · 2 hojas de cilantro cimarrón, picadas ·
2 cucharadas de manteca de cerdo (o aceite) · cominos, pimienta y sal a gusto.
Se muele todo con piedra y se sofríe unos 15 minutos en la manteca o en el aceite,
revolviendo, hasta lograr una salsa suave."
guisos,58,58,Guisos,Costa Pacífica,Cauca,Guapi,NA,"4 libras (2 kg) de cualquier carne, ave, pescado o mariscos · 2 li­bras (1 kg) de papas pastusas, peladas y picadas en cuadritos · 2 tazas de refrito [ver p. 50]· 2 tazas de agua-leche de coco · ½ taza de crema de leche de coco [ver p. 320] · sal y pimienta a gusto. (Se debe tener cuidado con el uso de la sal en guisos pre­parados con carnes o","Siempre hay un guiso en la mesa guapireña, que se prepara (con muy pocas variaciones) de la misma manera y con los mismos ingredientes, solo cambian carnes, aves, pesca­ dos y mariscos que se quieran utilizar. Van siempre acompañados de arroz blanco cocido, seco, o arroz con coco, plá­tano cocido o asado, camote, ñame, bulbos de papa china o cum, cocidos, etc. pescados salados). Preparación Carnes o aves: se ponen con las papas y el refrito a so­freír por unos 15 minutos. Se le agrega el agua-leche de coco y se deja cocinar por unos 30 minutos a fuego me- dio, hasta que las papas estén blandas y empiecen a deshacerse. Se agrega la crema de leche de coco, se baja a fuego lento, se tapa y se deja conservar por 10 minutos, revolviendo suavemente. Se prueba de sal y se sirve. Pescados y mariscos: se ponen las papas y el refrito a cocinar en agua-leche de coco por 30 minutos, a fuego medio. Se añade la crema de leche de coco y los ma- riscos (o el pescado), se baja a fuego lento, se tapa y se deja conservar por 10 o 15 minutos revolviendo suavemente. Se prueba de sal y se sirve.",1,10,12,1 hora,60,NA,"Guisos Guapi, Cauca Grado de dificultad * | Tiempo de preparación: 1 hora | Raciones: 10 a 12 Siempre hay un guiso en la mesa guapireña, que se prepara (con muy pocas variaciones) de la misma manera y con los mismos ingredientes, solo cambian carnes, aves, pesca­ dos y mariscos que se quieran utilizar. Van siempre acompañados de arroz blanco cocido, seco, o arroz con coco, plá­tano cocido o asado, camote, ñame, bulbos de papa china o cum, cocidos, etc. 4 libras (2 kg) de cualquier carne, ave, pescado o mariscos · 2 li­bras (1 kg) de papas pastusas, peladas y picadas en cuadritos · 2 tazas de refrito [ver p. 50]· 2 tazas de agua-leche de coco · ½ taza de crema de leche de coco [ver p. 320] · sal y pimienta a gusto. (Se debe tener cuidado con el uso de la sal en guisos pre­parados con carnes o pescados salados). Preparación Carnes o aves: se ponen con las papas y el refrito a so­freír por unos 15 minutos. Se le agrega el agua-leche de coco y se deja cocinar por unos 30 minutos a fuego me- dio, hasta que las papas estén blandas y empiecen a deshacerse. Se agrega la crema de leche de coco, se baja a fuego lento, se tapa y se deja conservar por 10 minutos, revolviendo suavemente. Se prueba de sal y se sirve. Pescados y mariscos: se ponen las papas y el refrito a cocinar en agua-leche de coco por 30 minutos, a fuego medio. Se añade la crema de leche de coco y los ma- riscos (o el pescado), se baja a fuego lento, se tapa y se deja conservar por 10 o 15 minutos revolviendo suavemente. Se prueba de sal y se sirve."
guisos-de-chivo-o-iguana,NA,334,Guisos de chivo [o iguana],Costa Atlántica,San Andrés y Providencia,NA,NA,"2 libras (1 kg) de carne de chivo (o de iguana) cortada en trozos · 1⁄2 taza de aceite de
coco · 2 dientes de ajo, majados · 1 cebolla cabezona, pelada y picada · 1 cucharadita
de jengibre, rallado · 2 ajíes dulces, picados · 2 ajíes picantes, picados · 1 cucharada de
albahaca fresca, picada · 1⁄2 cucharada de orégano fresco, picado · 1⁄2 cucharadita de
achiote · 2 cucharadas de vinagre · 2 cucha­radas de jugo de limón · 2 tazas de agua ·
1 taza de la primera leche de coco · dumplings [ver p. 316 ] · sal y pimienta a gusto","Se frotan las presas con limón, vinagre, sal y pimienta y se dejan descansar por 30 minutos. En la olla en que se va a pre­parar el guiso, se calienta el aceite de coco y se fríen las presas a medio dorar y se agregan la cebolla, los ajos, los ajíes, el orégano, la albahaca, el jengibre y el achiote. Se sofríe todo re­volviendo por 10 minutos, se aña de el agua y se deja conser­var a fuego medio, tapado, por 30 minutos. Se incorporan la leche de coco y los dumplings y se deja a fuego lento por 15 minutos, sin dejar hervir para no cortar la leche. Se acompaña con arroz con coco.",2,8,10,1 1/2 hora,90,0,"Guisos de chivo [o iguana]  S a n
|
Andrés y Providencia
|
Grado de dificultad **    Tiempo de cocción: 11⁄2 hora    Raciones: 8 a 10
2 libras (1 kg) de carne de chivo (o de iguana) cortada en trozos · 1⁄2 taza de aceite de
coco · 2 dientes de ajo, majados · 1 cebolla cabezona, pelada y picada · 1 cucharadita
de jengibre, rallado · 2 ajíes dulces, picados · 2 ajíes picantes, picados · 1 cucharada de
albahaca fresca, picada · 1⁄2 cucharada de orégano fresco, picado · 1⁄2 cucharadita de
achiote · 2 cucharadas de vinagre · 2 cucha­radas de jugo de limón · 2 tazas de agua ·
1 taza de la primera leche de coco · dumplings [ver p. 316 ] · sal y pimienta a gusto.
Se frotan las presas con limón, vinagre, sal y pimienta y se dejan descansar por 30
minutos. En la olla en que se va a pre­parar el guiso, se calienta el aceite de coco y se
fríen las presas a medio dorar y se agregan la cebolla, los ajos, los ajíes, el orégano, la
albahaca, el jengibre y el achiote. Se sofríe todo re­volviendo por 10 minutos, se aña-
de el agua y se deja conser­var a fuego medio, tapado, por 30 minutos. Se incorporan
la leche de coco y los dumplings y se deja a fuego lento por 15 minutos, sin dejar
hervir para no cortar la leche. Se acompaña con arroz con coco."
habas-secas,NA,288,Habas secas,Santanderes,Norte de Santander,Pamplona,NA,NA,"Se les llama popularmente “chicles pamploneses”. Se ponen a tostar en un perol,
salteándolas, cuidando de no quemarlas. Se rocían con un poco de sal y se comen.",1,NA,NA,15 minutos,15,0,"Habas secas Pamplona, N orte de Santander
Grado de dificultad * | Tiempo de preparación: 15 minutos
Se les llama popularmente “chicles pamploneses”. Se ponen a tostar en un perol,
salteándolas, cuidando de no quemarlas. Se rocían con un poco de sal y se comen."
hallacas-288,NA,288,"Hallacas, 288",Santanderes,Norte de Santander,Cúcuta,NA,"Masa:
2 tazas de masa de maíz pilado · 6 tazas de agua · 2 cucharadas de manteca de cerdo · 1
cucharada de bija (achiote) · sal.
Relleno:
1 libra (500 gr) de costilla de cerdo, picada · ½ gallina despresada y picada · 1 libra
(500 gr) de tocino, picado.
Guiso:
2 cebollas cabezonas, picadas · 2 tallos de cebolla junca, picados · 1 cucharada de perejil, picado · ½ cucharadita de orégano, molido · 2 dientes de ajo, picados · 2 cucharadas de manteca de cerdo · sal y pimienta a gusto · hojas de plátanos soasadas · cabuyas.","Masa:
Se cocina la masa del maíz en el agua, con manteca, bija y sal, revolviendo hasta
lograr una masa suave.
Guiso:
Se pone a sofreír todo en la manteca hasta que se forme una salsa, se agregan las
carnes del relleno y se sofríen aún por 15 minutos para que adquieran sabor. Se toma una porción de la masa, se forma una bolita y se extiende sobre las hojas de plátano engrasadas. Se le ponen las carnes y un poco de guiso y más masa encima. Se cierran
formando la hallaca, más o menos rectangular, se amarran con cabuya y se ponen a cocinar en agua hirviendo por 1 hora.",2,8,10,1 hora y 30 minutos,90,0,"Hallacas C úcuta, N orte de Santander
Grado de dificultad ** | Tiempo de cocción: 1½ hora | Raciones: 8 a 10
Masa
2 tazas de masa de maíz pilado · 6 tazas de agua · 2 cucharadas de manteca de cerdo · 1 cucharada de bija (achiote) · sal.
Se cocina la masa del maíz en el agua, con manteca, bija y sal, revolviendo hasta
lograr una masa suave.
Relleno
1 libra (500 gr) de costilla de cerdo, picada · ½ gallina despresada y picada · 1 libra
(500 gr) de tocino, picado.
Guiso
2 cebollas cabezonas, picadas · 2 tallos de cebolla junca, picados · 1 cucharada de perejil, picado · ½ cucharadita de orégano, molido · 2 dientes de ajo, picados · 2 cucharadas de
manteca de cerdo · sal y pimienta a gusto · hojas de plátanos soasadas · cabuyas. Se pone a sofreír todo en la manteca hasta que se forme una salsa, se agregan las carnes del relleno y se sofríen aún por 15 minutos para que adquieran sabor. Se toma
una porción de la masa, se forma una bolita y se extiende sobre las hojas de plátano engrasadas. Se le ponen las carnes y un poco de guiso y más masa encima. Se cierran
formando la hallaca, más o menos rectangular, se amarran con cabuya y se ponen a cocinar en agua hirviendo por 1 hora."
hervido-cruzado,124,124,Hervido cruzado,Llanos y Amazonia,Llanos,NA,NA,"1 libra (500 gr) de carne de gumarra limpia y despresada · ½ libra (250 gr) de hueso de res carnudo · ½ libra (250 gr) de espinazo de cerdo, picado · el resto de ingredientes de la receta anterior.",El mismo procedimiento de la receta anterior.,2,6,8,1½ hora,90,NA,"Hervido cruzado Llanos Grado de dificultad ** | Tiempo de cocción: 1½ hora | Raciones: 6 a 8 1 libra (500 gr) de carne de gumarra limpia y despresada · ½ libra (250 gr) de hueso de res carnudo · ½ libra (250 gr) de espinazo de cerdo, picado · el resto de ingredientes de la receta anterior. El mismo procedimiento de la receta anterior."
hervido-de-cachicamo,124,124,Hervido de cachicamo,Llanos y Amazonia,Llanos,NA,Llanos,4 libras (2 kg) de presas de cachicamo limpio y despresado con sus huesos.,Los mismos ingredientes e igual procedimiento del hervido de gumarra (ver receta siguiente). Pero reemplazando la gu­marra por las presas de cachicamo.,2,6,8,1½ hora,90,0,Hervido de cachicamo Llanos Grado de dificultad ** | Tiempo de cocción: 1½ hora | Raciones: 6 a 8 4 libras (2 kg) de presas de cachicamo limpio y despresado con sus huesos. Los mismos ingredientes e igual procedimiento del hervido de gumarra (ver receta siguiente). Pero reemplazando la gu­marra por las presas de cachicamo.
hervido-de-gumarra,124,124,Hervido de gumarra,Llanos y Amazonia,Llanos,NA,NA,"14 tazas de agua · 1 gumarra (gallina-taparuca), despresada y lim­pia · 4 plátanos topochos, verdes, pelados y partidos · 1 libra (500 gr) de yuca, pelada y partida · 1 libra (500 gr) de ahuyama, cor­tada en trozos · 3 tallos de cebolla larga · 4 hojas de cilantro ci­marrón · sal, comino y pimienta a gusto.","Se cocina la gumarra con la cebolla y los aliños por 1 hora. Cuando se empiece a ablandar, se agregan los plátanos y se deja hervir por 20 minutos. Luego se añaden la ahuyama y la yuca, y se cocinan por 20 minutos a fuego lento. Se rocía el cilantro, se pone a fuego lento, tapado, durante 10 minutos. Se sirve acompañado con ajisero en leche [ver p. 127], arroz blanco seco y charapas.",2,6,8,1½ hora,90,NA,"Hervido de gumarra Llanos Grado de dificultad ** | Tiempo de cocción: 1½ hora | Raciones: 6 a 8 14 tazas de agua · 1 gumarra (gallina-taparuca), despresada y lim­pia · 4 plátanos topochos, verdes, pelados y partidos · 1 libra (500 gr) de yuca, pelada y partida · 1 libra (500 gr) de ahuyama, cor­tada en trozos · 3 tallos de cebolla larga · 4 hojas de cilantro ci­marrón · sal, comino y pimienta a gusto. Se cocina la gumarra con la cebolla y los aliños por 1 hora. Cuando se empiece a ablandar, se agregan los plátanos y se deja hervir por 20 minutos. Luego se añaden la ahuyama y la yuca, y se cocinan por 20 minutos a fuego lento. Se rocía el cilantro, se pone a fuego lento, tapado, durante 10 minutos. Se sirve acompañado con ajisero en leche [ver p. 127], arroz blanco seco y charapas."
hervido-de-pato-pelon,125,125,Hervido de pato pelón,Llanos y Amazonia,Llanos,NA,NA,NA,"Los mismos ingredientes de la receta anterior, excepto la gumarra, que se reemplaza por 2 patos pelones limpios y despresados. El mismo procedimiento de la receta anterior. El pelón es un pato migratorio que aparece en el verano, pierde sus plumas y al no poder volar, se caza corriéndolo hasta que se cansa y se echa. Aparte de ser su captura motivo de diversión, su sabor es delicioso, por lo que es doblemente apreciado. Se matan, se limpian de cañones y vísceras y se asan a la brasa o se cocinan para el hervido.",2,6,8,1½ hora,90,NA,"Hervido de pato pelón Llanos Grado de dificultad ** | Tiempo de cocción: 1½ hora | Raciones: 6 a 8 Los mismos ingredientes de la receta anterior, excepto la gumarra, que se reemplaza por 2 patos pelones limpios y despresados. El mismo procedimiento de la receta anterior. El pelón es un pato migratorio que aparece en el verano, pierde sus plumas y al no poder volar, se caza corriéndolo hasta que se cansa y se echa. Aparte de ser su captura motivo de diversión, su sabor es delicioso, por lo que es doblemente apreciado. Se matan, se limpian de cañones y vísceras y se asan a la brasa o se cocinan para el hervido."
hervido-sancocho,124,124,Hervido [sancocho],Llanos y Amazonia,NA,NA,Llanos,"14 tazas de agua · 1 gallina (taparuca-gumarra) despresada · 4 plátanos topochos,
verdes, pelados y partidos · 1 libra (500 gr) de yuca, pelada y partida · 1 libra (500 gr)
de ahuyama, cortada en trozos · 3 tallos de cebolla larga · 4 hojas de cilantro cimarrón
· sal, comino y pimienta a gusto.","Se cocina la gallina con la cebolla y los aliños por 45 minutos, hasta que se empiece a ablandar. Se le agregan los plátanos y se dejan hervir otros 20 minutos. Luego se añaden la ahuyama y la yuca, se cocinan por 15 minutos, se agrega el cilantro, se baja
a fuego lento, tapado, y se conserva por 10 minutos. Se sirve con ají y arroz blanco
seco.",2,6,8,1 1⁄2 hora,90,0,"Hervido [sancocho] L lanos
Grado de dificultad ** | Tiempo de cocción: 11⁄2 hora | Raciones: 6 a 8
14 tazas de agua · 1 gallina (taparuca-gumarra) despresada · 4 plátanos topochos,
verdes, pelados y partidos · 1 libra (500 gr) de yuca, pelada y partida · 1 libra (500 gr)
de ahuyama, cortada en trozos · 3 tallos de cebolla larga · 4 hojas de cilantro cimarrón
· sal, comino y pimienta a gusto.
Se cocina la gallina con la cebolla y los aliños por 45 minutos, hasta que se empiece
a ablandar. Se le agregan los plátanos y se dejan hervir otros 20 minutos. Luego se
añaden la ahuyama y la yuca, se cocinan por 15 minutos, se agrega el cilantro, se baja
a fuego lento, tapado, y se conserva por 10 minutos. Se sirve con ají y arroz blanco
seco."
hervidos,143,143,Hervidos,"Valle, Cauca y Nariño",Nariño,Pasto,NA,"½ litro de jugo de maracuyá (o de piña) endulzados · ½ botella (750 ml) de aguardiente. 1 libra (500 gr) de chontaduros, cocidos y pelados · 2 litros de agua · ½ libra (250 gr) de azúcar. Se parten los chontaduros y se botan las pepas. Se licuan o se baten con","Se pone el jugo de maracuyá o de piña al fuego, y cuando hierva se le agrega el aguar- diente y se deja hervir por 3 minutos más. Se sirve caliente en tacitas. Jugo de chontaduro Va l l e el agua y el azúcar. Se sirve frío. (Opcional: se puede batir utilizando mitad leche y mitad agua).",1,NA,NA,25 minutos,25,NA,"Hervidos Pa s t o , N a r i ñ o Grado de dificultad * | Tiempo de cocción: 25 minutos ½ litro de jugo de maracuyá (o de piña) endulzados · ½ botella (750 ml) de aguardiente. Se pone el jugo de maracuyá o de piña al fuego, y cuando hierva se le agrega el aguar- diente y se deja hervir por 3 minutos más. Se sirve caliente en tacitas. Jugo de chontaduro Va l l e Grado de dificultad * | Tiempo de preparación: 15 minutos 1 libra (500 gr) de chontaduros, cocidos y pelados · 2 litros de agua · ½ libra (250 gr) de azúcar. Se parten los chontaduros y se botan las pepas. Se licuan o se baten con el agua y el azúcar. Se sirve frío. (Opcional: se puede batir utilizando mitad leche y mitad agua)."
higadete,249,335,Higadete,Costa Atlántica,Bolívar,NA,NA,"2 libras (1 kg) de hígado limpio de pieles y venas, cortado en pe­dazos y marinado en el jugo de 2 limones · 2 tazas de caldo básico [ver p. 304] · 2 plátanos maduros, pelados y cortados en trozos · 2 plátanos verdes, pelados y partidos en trozos · 1 taza de guiso [ver p. 319] · 2 ajíes criollos, picados finos · 1 taza de leche de coco (opcional) · sal a gusto.","Se ponen los plátanos a cocinar en el caldo, primero los ver­des, y después de 10 minutos se ponen los maduros. Cuando ambos estén blandos (unos 30 minutos) se añaden el hígado, el guiso, los ajíes y la sal; se dejan cocinar 15 mi­nutos más, se vierte encima la leche de coco y se deja conser­var tapado otros 10 minutos a fuego muy lento. Se sirve con arroz con coco.",2,8,10,1 hora,60,NA,"Higadete B o l í va r Grado de dificultad ** | Tiempo de cocción: 1 hora | Raciones: 8 a 10 2 libras (1 kg) de hígado limpio de pieles y venas, cortado en pe­dazos y marinado en el jugo de 2 limones · 2 tazas de caldo básico [ver p. 304] · 2 plátanos maduros, pelados y cortados en trozos · 2 plátanos verdes, pelados y partidos en trozos · 1 taza de guiso [ver p. 319] · 2 ajíes criollos, picados finos · 1 taza de leche de coco (opcional) · sal a gusto. Se ponen los plátanos a cocinar en el caldo, primero los ver­des, y después de 10 minutos se ponen los maduros. Cuando ambos estén blandos (unos 30 minutos) se añaden el hígado, el guiso, los ajíes y la sal; se dejan cocinar 15 mi­nutos más, se vierte encima la leche de coco y se deja conser­var tapado otros 10 minutos a fuego muy lento. Se sirve con arroz con coco."
higado,178,264,Hígado,"Valle, Cauca y Nariño",Valle,NA,NA,"3 libras (1½ kg) de hígado · ½ libra (250 gr) de cebolla cabezona, cortada en rodajas · 2 pimentones, verde y rojo, picados en tiritas · 2 cucharadas de vinagre · sal, comino y pimienta a gusto · aceite.","Se corta el hígado muy delgado, quitándole los pellejos y ve­nas. Se pica en trozos, y se pone a marinar durante 20 minutos en una mezcla de vinagre, pimienta y comi- nos. Se calienta bien el aceite y se saltea el hígado hasta que se medio fríe por ambos lados. Se agregan la cebolla y los pimentones y se si­gue salteando por 5 minutos más. Se revuelve procurando de­jar el hígado por encima para que reciba menos calor. Se sala, se tapa por dos minutos y se sirve con arroz blanco. No se debe dejar freír mucho para que no se en­durezca, pero, si eso se quiere, basta con dejarlo tapa- do al final de la cocción por unos minutos más.",2,6,8,10 minutos,10,NA,"Hígado Va l l e Grado de dificultad ** | Tiempo de cocción: 10 minutos | Raciones: 6 a 8 3 libras (1½ kg) de hígado · ½ libra (250 gr) de cebolla cabezona, cortada en rodajas · 2 pimentones, verde y rojo, picados en tiritas · 2 cucharadas de vinagre · sal, comino y pimienta a gusto · aceite. Se corta el hígado muy delgado, quitándole los pellejos y ve­nas. Se pica en trozos, y se pone a marinar durante 20 minutos en una mezcla de vinagre, pimienta y comi- nos. Se calienta bien el aceite y se saltea el hígado hasta que se medio fríe por ambos lados. Se agregan la cebolla y los pimentones y se si­gue salteando por 5 minutos más. Se revuelve procurando de­jar el hígado por encima para que reciba menos calor. Se sala, se tapa por dos minutos y se sirve con arroz blanco. No se debe dejar freír mucho para que no se en­durezca, pero, si eso se quiere, basta con dejarlo tapa- do al final de la cocción por unos minutos más."
higado-y-patacones-molidos,178,264,Hígado y patacones molidos,"Valle, Cauca y Nariño",Valle,NA,NA,"2 libras (1 kg) de hígado · 2 plátanos verdes, pelados y cortados en rodajas delgadas · 2 tallos de cebolla larga, picada · 2 limones (jugo) · sal y pimienta a gusto · aceite.","Se limpia el hígado y se corta en tajadas delgadas, que se fro­tan con el limón y se po- nen a asar a la brasa sobre una pa­rrilla. Una vez asado, se muele junto con la cebolla, sal y pimienta. Las ro­dajas de plátano se fríen en aceite hasta que estén doradas y tostadas, se sacan y se muelen. Se sirven ambos calientes, separados y acompañados con arroz blanco.",2,6,8,30 minutos,30,NA,"Hígado y patacones molidos Va l l e Grado de dificultad ** | Tiempo de cocción: 30 minutos | Raciones: 6 a 8 2 libras (1 kg) de hígado · 2 plátanos verdes, pelados y cortados en rodajas delgadas · 2 tallos de cebolla larga, picada · 2 limones (jugo) · sal y pimienta a gusto · aceite. Se limpia el hígado y se corta en tajadas delgadas, que se fro­tan con el limón y se po- nen a asar a la brasa sobre una pa­rrilla. Una vez asado, se muele junto con la cebolla, sal y pimienta. Las ro­dajas de plátano se fríen en aceite hasta que estén doradas y tostadas, se sacan y se muelen. Se sirven ambos calientes, separados y acompañados con arroz blanco."
